Crash_Year,Crash_PoliceRegion,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_Road_User_Type,Casualty_Restraint_Helmet_Use,Casualty_Count
2002,Northern,Hospitalised,30 to 39,Female,Vehicle Occupant,Unrestrained,4
2002,Northern,Hospitalised,40 to 49,Female,Bicyclist,Helmet Worn,2
2002,Northern,Hospitalised,40 to 49,Female,Motorcyclist,Helmet Use Not determined,1
2002,Northern,Hospitalised,40 to 49,Female,Motorcyclist,Helmet Worn,3
2002,Northern,Hospitalised,40 to 49,Female,Vehicle Occupant,Restrained,28
2002,Northern,Hospitalised,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,4
2002,Northern,Hospitalised,40 to 49,Female,Vehicle Occupant,Unrestrained,7
2002,Northern,Hospitalised,50 to 59,Female,Vehicle Occupant,Not applicable,1
2002,Northern,Hospitalised,50 to 59,Female,Vehicle Occupant,Restrained,25
2002,Northern,Hospitalised,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,1
2002,Northern,Hospitalised,50 to 59,Female,Vehicle Occupant,Unrestrained,1
2002,Northern,Hospitalised,60 to 74,Female,Motorcyclist,Helmet Worn,1
2002,Northern,Hospitalised,60 to 74,Female,Vehicle Occupant,Restrained,22
2002,Northern,Hospitalised,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,2
2002,Northern,Hospitalised,60 to 74,Female,Vehicle Occupant,Unrestrained,1
2002,Northern,Hospitalised,75 and over,Female,Vehicle Occupant,Restrained,7
2002,Northern,Hospitalised,Unknown,Female,Motorcyclist,Helmet Worn,1
2002,Northern,Hospitalised,Unknown,Female,Vehicle Occupant,Restrained,1
2002,Northern,Hospitalised,0 to 16,Male,Bicyclist,Helmet Not Worn,1
2002,Northern,Hospitalised,0 to 16,Male,Bicyclist,Helmet Worn,10
2002,Northern,Hospitalised,0 to 16,Male,Motorcyclist,Helmet Worn,4
2002,Northern,Hospitalised,0 to 16,Male,Vehicle Occupant,Restrained,8
2002,Northern,Hospitalised,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,2
2002,Northern,Hospitalised,0 to 16,Male,Vehicle Occupant,Unrestrained,11
2002,Northern,Hospitalised,17 to 24,Male,Bicyclist,Helmet Use Not determined,1
2002,Northern,Hospitalised,17 to 24,Male,Bicyclist,Helmet Worn,5
2002,Northern,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Not Worn,1
2002,Northern,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Use Not determined,1
2002,Northern,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Worn,22
2002,Northern,Hospitalised,17 to 24,Male,Vehicle Occupant,Restrained,54
2002,Northern,Hospitalised,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,21
2002,Northern,Hospitalised,17 to 24,Male,Vehicle Occupant,Unrestrained,21
2002,Northern,Hospitalised,25 to 29,Male,Bicyclist,Helmet Worn,1
2002,Northern,Hospitalised,25 to 29,Male,Motorcyclist,Helmet Worn,11
2002,Northern,Hospitalised,25 to 29,Male,Vehicle Occupant,Restrained,16
2002,Northern,Hospitalised,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,9
2002,Northern,Hospitalised,25 to 29,Male,Vehicle Occupant,Unrestrained,6
2002,Northern,Hospitalised,30 to 39,Male,Bicyclist,Helmet Worn,5
2002,Northern,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Not Worn,1
2002,Northern,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Worn,29
2002,Northern,Hospitalised,30 to 39,Male,Vehicle Occupant,Restrained,26
2002,Northern,Hospitalised,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,13
2002,Northern,Hospitalised,30 to 39,Male,Vehicle Occupant,Unrestrained,7
2002,Northern,Hospitalised,40 to 49,Male,Bicyclist,Helmet Worn,4
2002,Northern,Hospitalised,40 to 49,Male,Motorcyclist,Helmet Use Not determined,1
2002,Northern,Hospitalised,40 to 49,Male,Motorcyclist,Helmet Worn,24
2002,Northern,Hospitalised,40 to 49,Male,Vehicle Occupant,Restrained,22
2002,Northern,Hospitalised,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,7
2002,Northern,Hospitalised,40 to 49,Male,Vehicle Occupant,Unrestrained,5
2002,Northern,Hospitalised,50 to 59,Male,Bicyclist,Helmet Worn,3
2002,Northern,Hospitalised,50 to 59,Male,Motorcyclist,Helmet Worn,8
2002,Northern,Hospitalised,50 to 59,Male,Vehicle Occupant,Restrained,20
2002,Northern,Hospitalised,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,2
2002,Northern,Hospitalised,50 to 59,Male,Vehicle Occupant,Unrestrained,3
2002,Northern,Hospitalised,60 to 74,Male,Bicyclist,Helmet Use Not determined,1
2002,Northern,Hospitalised,60 to 74,Male,Bicyclist,Helmet Worn,3
2002,Northern,Hospitalised,60 to 74,Male,Motorcyclist,Helmet Worn,7
2002,Northern,Hospitalised,60 to 74,Male,Vehicle Occupant,Restrained,14
2002,Northern,Hospitalised,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,2
2002,Northern,Hospitalised,60 to 74,Male,Vehicle Occupant,Unrestrained,3
2002,Northern,Hospitalised,75 and over,Male,Vehicle Occupant,Restrained,9
2002,Northern,Hospitalised,75 and over,Male,Vehicle Occupant,Unrestrained,2
2002,Northern,Hospitalised,Unknown,Male,Vehicle Occupant,Restrained,2
2002,Northern,Hospitalised,Unknown,Male,Vehicle Occupant,Restraint Use Not determined,1
2002,Northern,Hospitalised,Unknown,Male,Vehicle Occupant,Unrestrained,2
2002,Northern,Medically treated,0 to 16,Female,Bicyclist,Helmet Worn,5
2002,Northern,Medically treated,0 to 16,Female,Vehicle Occupant,Restrained,28
2002,Northern,Medically treated,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,2
2002,Northern,Medically treated,0 to 16,Female,Vehicle Occupant,Unrestrained,3
2002,Northern,Medically treated,17 to 24,Female,Bicyclist,Helmet Use Not determined,1
2002,Northern,Medically treated,17 to 24,Female,Bicyclist,Helmet Worn,1
2002,Northern,Medically treated,17 to 24,Female,Motorcyclist,Helmet Worn,6
2002,Northern,Medically treated,17 to 24,Female,Vehicle Occupant,Restrained,68
2002,Northern,Medically treated,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,8
2002,Northern,Medically treated,17 to 24,Female,Vehicle Occupant,Unrestrained,12
2002,Northern,Medically treated,25 to 29,Female,Bicyclist,Helmet Worn,4
2002,Northern,Medically treated,25 to 29,Female,Motorcyclist,Helmet Worn,2
2002,Northern,Medically treated,25 to 29,Female,Vehicle Occupant,Restrained,26
2002,Northern,Medically treated,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,6
2002,Northern,Medically treated,25 to 29,Female,Vehicle Occupant,Unrestrained,4
2002,Northern,Medically treated,30 to 39,Female,Bicyclist,Helmet Worn,5
2002,Northern,Medically treated,30 to 39,Female,Motorcyclist,Helmet Worn,1
2002,Northern,Medically treated,30 to 39,Female,Vehicle Occupant,Not applicable,1
2002,Northern,Medically treated,30 to 39,Female,Vehicle Occupant,Restrained,39
2002,Northern,Medically treated,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,8
2002,Northern,Medically treated,30 to 39,Female,Vehicle Occupant,Unrestrained,10
2002,Northern,Medically treated,40 to 49,Female,Motorcyclist,Helmet Worn,1
2002,Northern,Medically treated,40 to 49,Female,Vehicle Occupant,Not applicable,1
2002,Northern,Medically treated,40 to 49,Female,Vehicle Occupant,Restrained,43
2002,Northern,Medically treated,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,6
2002,Northern,Medically treated,40 to 49,Female,Vehicle Occupant,Unrestrained,1
2002,Northern,Medically treated,50 to 59,Female,Bicyclist,Helmet Worn,1
2002,Northern,Medically treated,50 to 59,Female,Vehicle Occupant,Restrained,26
2002,Northern,Medically treated,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,2
2002,Northern,Medically treated,50 to 59,Female,Vehicle Occupant,Unrestrained,1
2002,Northern,Medically treated,60 to 74,Female,Vehicle Occupant,Restrained,31
2002,Northern,Medically treated,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,2
2002,Northern,Medically treated,75 and over,Female,Vehicle Occupant,Restrained,4
2002,Northern,Medically treated,Unknown,Female,Vehicle Occupant,Restraint Use Not determined,1
2002,Northern,Medically treated,0 to 16,Male,Bicyclist,Helmet Not Worn,1
2002,Northern,Medically treated,0 to 16,Male,Bicyclist,Helmet Use Not determined,1
2002,Northern,Medically treated,0 to 16,Male,Bicyclist,Helmet Worn,14
2002,Northern,Medically treated,0 to 16,Male,Vehicle Occupant,Restrained,22
2002,Northern,Medically treated,0 to 16,Male,Vehicle Occupant,Unrestrained,2
2002,Northern,Medically treated,17 to 24,Male,Bicyclist,Helmet Not Worn,1
2002,Northern,Medically treated,17 to 24,Male,Bicyclist,Helmet Worn,8
2002,Northern,Medically treated,17 to 24,Male,Motorcyclist,Helmet Use Not determined,2
2002,Northern,Medically treated,17 to 24,Male,Motorcyclist,Helmet Worn,16
2002,Northern,Medically treated,17 to 24,Male,Vehicle Occupant,Restrained,64
2002,Northern,Medically treated,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,12
2002,Northern,Medically treated,17 to 24,Male,Vehicle Occupant,Unrestrained,11
2002,Northern,Medically treated,25 to 29,Male,Bicyclist,Helmet Not Worn,1
2002,Northern,Medically treated,25 to 29,Male,Bicyclist,Helmet Worn,3
2002,Northern,Medically treated,25 to 29,Male,Motorcyclist,Helmet Not Worn,1
2002,Northern,Medically treated,25 to 29,Male,Motorcyclist,Helmet Use Not determined,3
2002,Northern,Medically treated,25 to 29,Male,Motorcyclist,Helmet Worn,7
2002,Northern,Medically treated,25 to 29,Male,Vehicle Occupant,Not applicable,1
2002,Northern,Medically treated,25 to 29,Male,Vehicle Occupant,Restrained,23
2002,Northern,Medically treated,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,7
2002,Northern,Medically treated,25 to 29,Male,Vehicle Occupant,Unrestrained,1
2002,Northern,Medically treated,30 to 39,Male,Bicyclist,Helmet Use Not determined,1
2002,Northern,Medically treated,30 to 39,Male,Bicyclist,Helmet Worn,6
2002,Northern,Medically treated,30 to 39,Male,Motorcyclist,Helmet Worn,8
2002,Northern,Medically treated,30 to 39,Male,Vehicle Occupant,Not applicable,2
2002,Northern,Medically treated,30 to 39,Male,Vehicle Occupant,Restrained,30
2002,Northern,Medically treated,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,9
2002,Northern,Medically treated,30 to 39,Male,Vehicle Occupant,Unrestrained,4
2002,Northern,Medically treated,40 to 49,Male,Bicyclist,Helmet Worn,2
2002,Northern,Medically treated,40 to 49,Male,Motorcyclist,Helmet Worn,4
2002,Northern,Medically treated,40 to 49,Male,Vehicle Occupant,Not applicable,1
2002,Northern,Medically treated,40 to 49,Male,Vehicle Occupant,Restrained,24
2002,Northern,Medically treated,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,5
2002,Northern,Medically treated,40 to 49,Male,Vehicle Occupant,Unrestrained,2
2002,Northern,Medically treated,50 to 59,Male,Bicyclist,Helmet Worn,10
2002,Northern,Medically treated,50 to 59,Male,Motorcyclist,Helmet Use Not determined,1
2002,Northern,Medically treated,50 to 59,Male,Motorcyclist,Helmet Worn,4
2002,Northern,Medically treated,50 to 59,Male,Vehicle Occupant,Restrained,20
2002,Northern,Medically treated,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,5
2002,Northern,Medically treated,60 to 74,Male,Motorcyclist,Helmet Worn,1
2002,Northern,Medically treated,60 to 74,Male,Vehicle Occupant,Restrained,23
2002,Northern,Medically treated,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,1
2002,Northern,Medically treated,75 and over,Male,Bicyclist,Helmet Worn,1
2002,Northern,Medically treated,75 and over,Male,Vehicle Occupant,Restrained,6
2002,Northern,Medically treated,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,1
2002,Northern,Medically treated,Unknown,Male,Bicyclist,Helmet Not Worn,1
2002,Northern,Medically treated,Unknown,Male,Vehicle Occupant,Restrained,2
2002,Northern,Medically treated,Unknown,Male,Vehicle Occupant,Restraint Use Not determined,2
2002,Northern,Medically treated,Unknown,Unknown,Vehicle Occupant,Restraint Use Not determined,1
2002,Northern,Minor injury,0 to 16,Female,Bicyclist,Helmet Use Not determined,1
2002,Northern,Minor injury,0 to 16,Female,Bicyclist,Helmet Worn,1
2002,Northern,Minor injury,0 to 16,Female,Motorcyclist,Helmet Not Worn,1
2002,Northern,Minor injury,0 to 16,Female,Vehicle Occupant,Restrained,21
2002,Northern,Minor injury,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,1
2002,Northern,Minor injury,0 to 16,Female,Vehicle Occupant,Unrestrained,2
2002,Northern,Minor injury,17 to 24,Female,Bicyclist,Helmet Worn,3
2002,Northern,Minor injury,17 to 24,Female,Motorcyclist,Helmet Worn,1
2002,Northern,Minor injury,17 to 24,Female,Vehicle Occupant,Not applicable,1
2002,Northern,Minor injury,17 to 24,Female,Vehicle Occupant,Restrained,51
2002,Northern,Minor injury,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,5
2002,Northern,Minor injury,17 to 24,Female,Vehicle Occupant,Unrestrained,2
2002,Northern,Minor injury,25 to 29,Female,Vehicle Occupant,Restrained,15
2002,Northern,Minor injury,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,4
2002,Northern,Minor injury,25 to 29,Female,Vehicle Occupant,Unrestrained,1
2002,Northern,Minor injury,30 to 39,Female,Bicyclist,Helmet Worn,3
2002,Northern,Minor injury,30 to 39,Female,Motorcyclist,Helmet Use Not determined,1
2002,Northern,Minor injury,30 to 39,Female,Vehicle Occupant,Restrained,28
2002,Northern,Minor injury,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,6
2002,Northern,Minor injury,30 to 39,Female,Vehicle Occupant,Unrestrained,1
2002,Northern,Minor injury,40 to 49,Female,Motorcyclist,Helmet Worn,1
2002,Northern,Minor injury,40 to 49,Female,Vehicle Occupant,Restrained,14
2002,Northern,Minor injury,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,2
2002,Northern,Minor injury,50 to 59,Female,Vehicle Occupant,Restrained,15
2002,Northern,Minor injury,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,4
2002,Northern,Minor injury,60 to 74,Female,Bicyclist,Helmet Use Not determined,1
2002,Northern,Minor injury,60 to 74,Female,Vehicle Occupant,Restrained,9
2002,Northern,Minor injury,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,1
2002,Northern,Minor injury,75 and over,Female,Vehicle Occupant,Restrained,3
2002,Northern,Minor injury,Unknown,Female,Vehicle Occupant,Restraint Use Not determined,6
2002,Northern,Minor injury,0 to 16,Male,Bicyclist,Helmet Use Not determined,3
2002,Northern,Minor injury,0 to 16,Male,Bicyclist,Helmet Worn,8
2002,Northern,Minor injury,0 to 16,Male,Vehicle Occupant,Restrained,14
2002,Northern,Minor injury,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,2
2002,Northern,Minor injury,0 to 16,Male,Vehicle Occupant,Unrestrained,2
2002,Northern,Minor injury,17 to 24,Male,Bicyclist,Helmet Not Worn,1
2002,Northern,Minor injury,17 to 24,Male,Bicyclist,Helmet Worn,1
2002,Northern,Minor injury,17 to 24,Male,Motorcyclist,Helmet Use Not determined,1
2002,Northern,Minor injury,17 to 24,Male,Motorcyclist,Helmet Worn,6
2002,Northern,Minor injury,17 to 24,Male,Vehicle Occupant,Not applicable,1
2002,Northern,Minor injury,17 to 24,Male,Vehicle Occupant,Restrained,41
2002,Northern,Minor injury,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,11
2002,Northern,Minor injury,17 to 24,Male,Vehicle Occupant,Unrestrained,1
2002,Northern,Minor injury,25 to 29,Male,Bicyclist,Helmet Use Not determined,1
2002,Northern,Minor injury,25 to 29,Male,Motorcyclist,Helmet Use Not determined,2
2002,Northern,Minor injury,25 to 29,Male,Motorcyclist,Helmet Worn,3
2002,Northern,Minor injury,25 to 29,Male,Vehicle Occupant,Not applicable,1
2002,Northern,Minor injury,25 to 29,Male,Vehicle Occupant,Restrained,16
2002,Northern,Minor injury,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,7
2002,Northern,Minor injury,25 to 29,Male,Vehicle Occupant,Unrestrained,4
2002,Northern,Minor injury,30 to 39,Male,Bicyclist,Helmet Worn,9
2002,Northern,Minor injury,30 to 39,Male,Motorcyclist,Helmet Use Not determined,3
2002,Northern,Minor injury,30 to 39,Male,Motorcyclist,Helmet Worn,3
2002,Northern,Minor injury,30 to 39,Male,Vehicle Occupant,Restrained,23
2002,Northern,Minor injury,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,4
2002,Northern,Minor injury,30 to 39,Male,Vehicle Occupant,Unrestrained,6
2002,Northern,Minor injury,40 to 49,Male,Bicyclist,Helmet Use Not determined,1
2002,Northern,Minor injury,40 to 49,Male,Motorcyclist,Helmet Use Not determined,1
2002,Northern,Minor injury,40 to 49,Male,Motorcyclist,Helmet Worn,5
2002,Northern,Minor injury,40 to 49,Male,Vehicle Occupant,Restrained,23
2002,Northern,Minor injury,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,4
2002,Northern,Minor injury,40 to 49,Male,Vehicle Occupant,Unrestrained,3
2002,Northern,Minor injury,50 to 59,Male,Bicyclist,Helmet Use Not determined,2
2002,Northern,Minor injury,50 to 59,Male,Bicyclist,Helmet Worn,3
2002,Northern,Minor injury,50 to 59,Male,Motorcyclist,Helmet Use Not determined,3
2002,Northern,Minor injury,50 to 59,Male,Motorcyclist,Helmet Worn,2
2002,Northern,Minor injury,50 to 59,Male,Vehicle Occupant,Restrained,22
2002,Northern,Minor injury,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,3
2002,Northern,Minor injury,60 to 74,Male,Bicyclist,Helmet Worn,2
2002,Northern,Minor injury,60 to 74,Male,Motorcyclist,Helmet Use Not determined,1
2002,Northern,Minor injury,60 to 74,Male,Vehicle Occupant,Restrained,6
2002,Northern,Minor injury,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,3
2002,Northern,Minor injury,75 and over,Male,Vehicle Occupant,Restrained,2
2002,Northern,Minor injury,Unknown,Male,Bicyclist,Helmet Use Not determined,2
2002,Northern,Minor injury,Unknown,Unknown,Bicyclist,Helmet Use Not determined,1
2002,Northern,Minor injury,Unknown,Unknown,Motorcyclist,Helmet Use Not determined,1
2002,Northern,Minor injury,Unknown,Unknown,Vehicle Occupant,Restraint Use Not determined,5
2002,South Eastern,Fatality,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,1
2002,South Eastern,Fatality,17 to 24,Female,Vehicle Occupant,Restrained,2
2002,South Eastern,Fatality,17 to 24,Female,Vehicle Occupant,Unrestrained,1
2002,South Eastern,Fatality,40 to 49,Female,Vehicle Occupant,Restrained,2
2002,South Eastern,Fatality,40 to 49,Female,Vehicle Occupant,Unrestrained,1
2002,South Eastern,Fatality,0 to 16,Male,Motorcyclist,Helmet Use Not determined,1
2002,South Eastern,Fatality,17 to 24,Male,Bicyclist,Helmet Worn,1
2002,South Eastern,Fatality,17 to 24,Male,Motorcyclist,Helmet Use Not determined,1
2002,South Eastern,Fatality,17 to 24,Male,Motorcyclist,Helmet Worn,5
2002,South Eastern,Fatality,17 to 24,Male,Vehicle Occupant,Restrained,8
